노래한글,노래영어,피쳐/일본/리믹 한글,피쳐링영어,가수한글,가수영어,멜노래코드,가수코드,발매일,45301,videoid,most-re,앨범자켓,앨범코드,기획사
사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이...,Baby I Need You,,,잔나비,JANNABI,4848555,772253,41879,3392,,,https://cdnimg.melon.co.kr/cm/album/images/022/78/294/2278294_org.jpg,2278294,
위잉위잉,Wi Ing Wi Ing,,,혁오,HYUKOH,5385974,785589,41900,3371,hr4GaRPX6cM,28,https://cdnimg.melon.co.kr/cm/album/images/022/82/505/2282505_org.jpg,2282505,두루두루 아티스트 컴퍼니
이 소설의 끝을 다시 써보려 해,Making a new ending for this story,,,한동근,Han Dong Geun,5398990,711476,41912,3359,,,https://cdnimg.melon.co.kr/cm/album/images/022/84/064/2284064_org.jpg,2284064,
내 생애 가장 행복한 시간,Greatest Time,(Feat. 허각),(feat.HuhGak),MC 몽,MC MONG,5442687,11538,41946,3325,,,https://cdnimg.melon.co.kr/cm/album/images/022/88/687/2288687_org.jpg,2288687,㈜RBW
내가 그리웠니 ,MISS ME OR DISS ME,(Feat. 진실 of 매드 소울 차일드),(feat.Jinsil of Mad soul child),MC 몽,MC MONG,5442688,11538,41946,3325,,,https://cdnimg.melon.co.kr/cm/album/images/022/88/687/2288687_org.jpg,2288687,㈜RBW
도망가자,Run away,(Feat. 린),(feat.Lyn),MC 몽,MC MONG,5442691,11538,41946,3325,,,https://cdnimg.melon.co.kr/cm/album/images/022/88/687/2288687_org.jpg,2288687,㈜RBW
죽을만큼 아파서 Part 2 ,Pain near death Part.2,(Feat. 스웨덴세탁소),(feat.Sweden Laundry),MC 몽,MC MONG,5442696,11538,41946,3325,,,https://cdnimg.melon.co.kr/cm/album/images/022/88/687/2288687_org.jpg,2288687,㈜RBW
태어나줘서 고마워 (Happybirthday To You),,,,PD 블루,,5444716,437020,41947,3324,,,https://cdnimg.melon.co.kr/cm/album/images/022/88/901/2288901_org.jpg,,
산다는 건,Cheer Up,,,홍진영,Hong Jin Young,5450271,418700,41949,3322,,,https://cdnimg.melon.co.kr/cm/album/images/022/89/464/2289464_org.jpg,2289464,
Uptown Funk,Uptown Funk,(feat. 브루노 마스),(feat. Bruno Mars),마크 론슨,Mark Ronson,5459268,45077,41953,3318,,,https://cdnimg.melon.co.kr/cm/album/images/022/90/446/2290446_org.jpg,2290446,COLUMBIA
Santa Tell Me,Santa Tell Me,,,아리아나 그란데,Ariana Grande,5475060,597451,41967,3304,nlR0MkrRklg,,https://cdnimg.melon.co.kr/cm/album/images/022/92/117/2292117_org.jpg,2292117,"Republic Records, a division of UMG Recordings, Inc."
The Nights,The Nights,,,아비치,Avicii,5484740,529182,41640,3631,UtF6Jej8yb4,42,https://cdnimg.melon.co.kr/cm/album/images/022/93/035/2293035_org.jpg,2293035,Universal Music AB
Stand By Me,Stand By Me,,,벤 E. 킹,Ben E. King,5559972,5951,42026,3245,,,https://cdnimg.melon.co.kr/cm/album/images/023/01/189/2301189_org.jpg,,
See You Again,See You Again,,,"찰리 푸스, 위즈 칼리파","Charlie Puth, Wiz Khalifa",5629279,838654,42080,3191,,,https://cdnimg.melon.co.kr/cm/album/images/023/09/376/2309376_org.jpg,2309376,
우연히 봄,Spring Is Gone by chance,,,"로꼬,유주(여자친구)","Loco, YUJU",5650996,688432,42102,3169,,,https://cdnimg.melon.co.kr/cm/album/images/023/12/287/2312287_org.jpg,2312287,(주)도너츠뮤직
봄바람,Spring Breeze,(Feat. 나얼),(feat.Naul of Brown Eyed Soul),이문세,Lee Moon Sae,5653958,43,42101,3170,,,https://cdnimg.melon.co.kr/cm/album/images/023/12/722/2312722_org.jpg,2312722,
가방을 든 여인,La Ragazza Con La Valigia,,,various artists,various artists,5658709,various artists,41970,3301,,,https://cdnimg.melon.co.kr/cm/album/images/023/13/437/2313437_org.jpg,,
반창고,,,,장윤정,Jang Yoon Jeong,5671631,22836,42116,3155,,,https://cdnimg.melon.co.kr/cm/album/images/023/15/072/2315072_org.jpg,,
바람길,바람길,,,장윤정,Jang Yoon Jeong,5671634,22836,42116,3155,,,https://cdnimg.melon.co.kr/cm/album/images/023/15/072/2315072_org.jpg,2315072,코엔스타즈
I`m back,I`m back,(Feat. 란지),(Feat. 란지),지니어스디,Genius D,5679375,464060,42122,3149,,,https://cdnimg.melon.co.kr/cm/album/images/023/16/004/2316004_org.jpg,2316004,딴지컴퍼니
쩔어,DOPE,,,방탄소년단,BTS,5681156,672375,42123,3148,BVwAVbKYYeM,43,https://cdnimg.melon.co.kr/cm/album/images/023/16/261/2316261_org.jpg,2316261,BIGHIT MUSIC
바램,바램,,,노사연,No Sa Yeon,5689900,40,42131,3140,,,https://cdnimg.melon.co.kr/cm/album/images/023/17/612/2317612_org.jpg,2317612,RIAK
분홍길 ,분홍길 ,(Feat. 덕스훈트),(Feat. 덕스훈트),충완,Chung wan,5692061,861257,42136,3135,,,https://cdnimg.melon.co.kr/cm/album/images/023/17/831/2317831_org.jpg,2317831,
Without You,Without You,,,머라이어 캐리,Mariah Carey,5700597,2274,42139,3132,,,https://cdnimg.melon.co.kr/cm/album/images/023/19/004/2319004_org.jpg,2319004,
동백 아가씨,동백 아가씨,,,송소희,Song Sohee,5718117,672059,42142,3129,,,https://cdnimg.melon.co.kr/cm/album/images/023/21/349/2321349_org.jpg,,
SHAKE IT,SHAKE IT,,,씨스타,Sistar,5748499,473181,42177,3094,,,https://cdnimg.melon.co.kr/cm/album/images/023/25/345/2325345_org.jpg,2325345,
흐린 가을 하늘에 편지를 써,Write a Letter To the Cloudy Autumn Sky,,,동물원,Zoo,5758524,100984,32416,12855,,,https://cdnimg.melon.co.kr/cm/album/images/023/26/720/2326720_org.jpg,2326720,오제이플러스
이제는 안녕,이제는 안녕,,,지니어스디,Genius D,5790468,464060,42207,3064,,,https://cdnimg.melon.co.kr/cm/album/images/023/30/814/2330814_org.jpg,2330814,
오늘부터 우리는,Me gustas tu,,,여자친구,GFRIEND,5791706,828478,37834,7437,,,https://cdnimg.melon.co.kr/cm/album/images/023/30/981/2330981_org.jpg,,
1과 1사이 ,1과 1사이 ,(Feat. 영소울),(Feat. Young Soul),충완,Chung wan,5818148,861257,42230,3041,,,https://cdnimg.melon.co.kr/cm/album/images/023/34/867/2334867_org.jpg,2334867,
One Call Away,One Call Away,,,찰리 푸스,Charlie Puth,5832034,838654,42685,2586,,,https://cdnimg.melon.co.kr/cm/album/images/023/36/926/2336926_org.jpg,2336926,Artist Partner
Dangerously,Dangerously,,,찰리 푸스,Charlie Puth,8037843,838654,42685,2586,TBXQu8ORnBQ,152,https://cdnimg.melon.co.kr/cm/album/images/023/36/926/2336926_org.jpg,2336926,Artist Partner
Love Yourself,Love Yourself,,,저스틴 비버,Justin Bieber,7931286,420621,42321,2950,,,https://cdnimg.melon.co.kr/cm/album/images/023/37/419/2337419_org.jpg,2337419,"© 2015 Def Jam Recordings, a division of UMG Recording.."
Rose Garden,Rose Garden,,,린 앤더슨,Lynn Anderson,7136064,5941,42496,2775,,,https://cdnimg.melon.co.kr/cm/album/images/023/97/767/2397767_org.jpg,,
이렇게 우리,So we are,,,백아연,Yerin Baek,7847624,698776,42256,3015,,,https://cdnimg.melon.co.kr/cm/album/images/026/39/232/2639232_org.jpg,,
미운 사내,An Odious Man,,,유지나,Yu Ji Na,7856010,11949,42248,3023,,,https://cdnimg.melon.co.kr/cm/album/images/026/40/478/2640478_org.jpg,2640478,
Waiting For Love,Waiting For Love,,,아비치,Avicii,7870390,529182,42279,2992,cHHLHGNpCSA,9,https://cdnimg.melon.co.kr/cm/album/images/026/42/652/2642652_org.jpg,2642652,Universal Music AB
I,I,(feat. 버벌진트),(feat. Verbal Jint),태연,TAEYEON,7877917,236797,42284,2987,,,https://cdnimg.melon.co.kr/cm/album/images/026/43/740/2643740_org.jpg,2643740,SM Entertainment
Boys And Girls,Boys And Girls,(feat. 베이빌론),(feat. Babylon),지코,ZICO,7911687,602056,42311,2960,,,https://cdnimg.melon.co.kr/cm/album/images/026/48/403/2648403_org.jpg,2648403,세븐시즌스
3호차,3호차,(Album Ver.),,충완,Chung wan,7953533,861257,42338,2933,,,https://cdnimg.melon.co.kr/cm/album/images/026/53/491/2653491_org.jpg,2653491,
가질 수 없는 너,가질 수 없는 너,,,거미,Gummy,7958267,30358,42340,2931,,,https://cdnimg.melon.co.kr/cm/album/images/026/54/077/2654077_org.jpg,2654077,
당돌한 여자,당돌한 여자,,,"지효, 나연, 쯔위, 채영","지효, 나연, 쯔위, 채영",7997136,906645,42368,2903,,,https://cdnimg.melon.co.kr/cm/album/images/026/59/487/2659487_org.jpg,,
Faded,Faded,,,앨런 워커,Alan Walker,8016327,943471,42384,2887,,,https://cdnimg.melon.co.kr/cm/album/images/026/62/086/2662086_org.jpg,,
시간을 달려서,Rough,,,여자친구,GFRIEND,8028701,828478,42394,2877,,,https://cdnimg.melon.co.kr/cm/album/images/026/63/668/2663668_org.jpg,2663668,쏘스뮤직
어디에도,No matter where,,,엠씨더맥스,M.C the MAX,8033528,161636,45233,38,,,https://cdnimg.melon.co.kr/cm/album/images/026/64/299/2664299_org.jpg,,
EVERYTHING,EVERYTHING,,,검정치마,The Black Skirts,8036156,276166,42398,2873,,,https://cdnimg.melon.co.kr/cm/album/images/026/64/662/2664662_org.jpg,2664662,"도기리치, 비스포크"
그댄 행복에 살텐데,그댄 행복에 살텐데,,,김범수,Kim Bum Soo,8042169,6502,42403,2868,,,https://cdnimg.melon.co.kr/cm/album/images/026/65/451/2665451_org.jpg,2665451,JTBC
다시 사랑한다면,다시 사랑한다면,(니글니글 버터플라이),(니글니글 버터플라이),김필,Kim Feel,8060956,561051,42421,2850,NU6XxRcx5LA,63,https://cdnimg.melon.co.kr/cm/album/images/026/68/301/2668301_org.jpg,2668301,MBC
D,D,(Half Moon),(Half Moon),"딘, 개코","DEAN, Gaeko",8109412,880630,42454,2817,eelfrHtmk68,67,https://cdnimg.melon.co.kr/cm/album/images/026/74/623/2674623_org.jpg,2674623,Joombas Co Ltd. &amp; Universal Music Ltd.
하늘바라기,Hopefully sky,(Feat. 하림),(feat.Hareem),정은지,JEONG EUN JI,8148487,644871,42478,2793,,,https://cdnimg.melon.co.kr/cm/album/images/026/80/009/2680009_org.jpg,2680009,
그대 떠나가도,그대 떠나가도,,,조장혁,Cho Jang Hyuck,8167400,5973,1990,43281,,,https://cdnimg.melon.co.kr/cm/album/images/026/82/661/2682661_org.jpg,,
골목길 (BLUES),골목길,,,신촌 블루스,Shinchon Blues,8195592,101599,42515,2756,,,https://cdnimg.melon.co.kr/cm/album/images/026/86/879/2686879_org.jpg,,
널 사랑하지 않아,I Don't Love You,,,어반자카파,Urban Zakapa,8199190,420527,42517,2754,,,https://cdnimg.melon.co.kr/cm/album/images/026/87/420/2687420_org.jpg,2687420,
후미등,Taillight,,,충완,Chung wan,8230718,861257,42538,2733,,,https://cdnimg.melon.co.kr/cm/album/images/026/91/778/2691778_org.jpg,2691778,
Bye Bye My Blue,Bye Bye My Blue,,,백예린,Yerin Baek,8233373,698776,42541,2730,,,https://cdnimg.melon.co.kr/cm/album/images/026/92/170/2692170_org.jpg,2692170,(주)JYP엔터테인먼트
비,Rain,,,폴킴,Paul Kim,8235260,752425,42542,2729,Q0sGc0WUago,2,https://cdnimg.melon.co.kr/cm/album/images/026/92/501/2692501_org.jpg,2692501,뉴런뮤직
나는 예배자입니다,I Am a Worshiper,,,어노인팅,Anointing,8248155,107632,42551,2720,,,https://cdnimg.melon.co.kr/cm/album/images/026/94/554/2694554_org.jpg,,
꽃길,Flower Road,,,윤수현,YOON SOO HYUN,8283846,734594,42577,2694,,,https://cdnimg.melon.co.kr/cm/album/images/026/99/948/2699948_org.jpg,2699948,IW엔터테인먼트
뜨거운 여름밤은 가고 남은 건 볼품없지만,Summer,,,잔나비,JANNABI,8298724,772253,42586,2685,f5wCZ0-3Eos,161,https://cdnimg.melon.co.kr/cm/album/images/027/02/242/2702242_org.jpg,2702242,페포니 뮤직
그대라는 사치,Amazing You,,,한동근,Han Dong Geun,9614761,711476,42606,2665,,,https://cdnimg.melon.co.kr/cm/album/images/027/06/226/2706226_org.jpg,,
Fría como el viento,Fría como el viento,,,"김지훈, 진원, 정승원, 노현우","Kim Ji Hoon, JIN WON, JUNG SEUNG WON, ROH HYUN WOO",36482104,3186672,45073,198,,,https://cdnimg.melon.co.kr/cm/album/images/028/90/340/2890340_org.jpg,11252760,"스튜디오잼, (주)쇼플레이"
푸름이 있는 곳,Where Our Blue Is,(青のすみか),,키타니 타츠야,Tatsuya Kitani,11279748,2745204,42260,3011,zuoVd2QNxJo,,https://cdnimg.melon.co.kr/cm/album/images/028/93/631/2893631_org.jpg,2893631,Sony Music Labels Inc.
Snow Flower,Snow Flower,(feat. 픽보이),(feat. Peakboy),뷔,V,11314565,725989,38684,6587,,,https://cdnimg.melon.co.kr/cm/album/images/028/96/659/2896659_org.jpg,2896659,BIGHIT MUSIC
듣고 싶은 단 한마디,Just one thing you want to hear,,,윤언니,yoon sister,11333758,925052,42128,3143,,,https://cdnimg.melon.co.kr/cm/album/images/028/99/942/2899942_org.jpg,2899942,Kudos Records
가을을 걸어요,Falling in fall,(Vocal. 정미),(Feat. Jungmi),아이오니,lony,11333910,2062385,41772,3499,,,https://cdnimg.melon.co.kr/cm/album/images/028/99/972/2899972_org.jpg,2899972,Kudos Records
미친척하고,Insanity,,,주설옥,Joo Seol Ok,11338132,252382,39995,5276,,,https://cdnimg.melon.co.kr/cm/album/images/029/00/756/2900756_org.jpg,,
Happy Song,Happy Song,,,보니 엠,Boney M,11666513,100316,41688,3583,,,https://cdnimg.melon.co.kr/cm/album/images/029/34/704/2934704_org.jpg,,
One Way Ticket,One Way Ticket,(Original Mix),(Original Mix),이럽션,Eruption,11751485,103638,40739,4532,,,https://cdnimg.melon.co.kr/cm/album/images/029/41/038/2941038_org.jpg,2941038,MCI
First Love,First Love,,,우타다 히카루,Hikaru Utada,21615454,11179,36229,9042,,,https://cdnimg.melon.co.kr/cm/album/images/041/63/366/4163366_org.jpg,4163366,Universal Music LLC
Jingle Bell Rock,Jingle Bell Rock,,,바비헴스,Bobby Helms,24143503,49942,21156,24115,,,https://cdnimg.melon.co.kr/cm/album/images/044/44/294/4444294_org.jpg,,
야생화,Wild Flower,,,박효신,Park Hyo Shin,30017607,1191,42646,2625,,,https://cdnimg.melon.co.kr/cm/album/images/100/01/952/10001952_org.jpg,10001952,
24K Magic,24K Magic,,,브루노 마스,Bruno Mars,30027702,495811,42692,2579,,,https://cdnimg.melon.co.kr/cm/album/images/100/04/486/10004486_org.jpg,10004486,Atlantic Records
Versace On The FloorBruno Mars,Versace On The FloorBruno Mars,,,브루노 마스,Bruno Mars,30076985,495811,42692,2579,,,https://cdnimg.melon.co.kr/cm/album/images/100/04/486/10004486_org.jpg,10004486,Atlantic Records
That's What I Like,That's What I Like,,,브루노 마스,Bruno Mars,30103593,495811,42692,2579,,,https://cdnimg.melon.co.kr/cm/album/images/100/04/486/10004486_org.jpg,10004486,Atlantic Records
Lie,Lie,,,방탄소년단,BTS,30029175,672375,42653,2618,,,https://cdnimg.melon.co.kr/cm/album/images/100/04/707/10004707_org.jpg,10004707,BIGHIT MUSIC
Stigma,Stigma,,,방탄소년단,BTS,30029176,672375,42653,2618,BQ7vGQn5GzA,180,https://cdnimg.melon.co.kr/cm/album/images/100/04/707/10004707_org.jpg,10004707,BIGHIT MUSIC
Long Time,Long Time,,,충완,Chung wan,30052972,861257,42667,2604,,,https://cdnimg.melon.co.kr/cm/album/images/100/08/633/10008633_org.jpg,10008633,
널 너무 사랑해서,Visual Gangster,(Feat. 정은지 of 에이핑크),(feat.Jeong Eun ji of A-Pink),MC 몽,MC MONG,30072075,11538,42676,2595,,,https://cdnimg.melon.co.kr/cm/album/images/100/11/816/10011816_org.jpg,10011816,
그대라는 세상,You are my world,,,윤미래,Yoon Mirae,30113197,1654,42698,2573,,,https://cdnimg.melon.co.kr/cm/album/images/100/17/819/10017819_org.jpg,10017819,젤리피쉬 엔터테인먼트
나에게로의 초대,나에게로의 초대,"(이상한 나라의 앨리스, 하트다 하트여왕)","(이상한 나라의 앨리스, 하트다 하트여왕)",조유진 & 박기영,조유진 & 박기영,30144225,174619,42715,2556,,,https://cdnimg.melon.co.kr/cm/album/images/100/22/274/10022274_org.jpg,10022274,MBC
애모의 노래,애모의 노래,,,조영남,조영남,30152251,1023,41592,3679,,,https://cdnimg.melon.co.kr/cm/album/images/100/23/249/10023249_org.jpg,,
그 집앞,그 집앞,,,이재성,Jaesung Lee,30152710,30152710,42719,2552,,,https://cdnimg.melon.co.kr/cm/album/images/100/23/338/10023338_org.jpg,10023338,
죽어도 너야,It's Definitely You,,,"뷔, 진","V, JIN",30159661,725989,42724,2547,tt9nIyzN79Y,175,https://cdnimg.melon.co.kr/cm/album/images/100/24/344/10024344_org.jpg,10024344,오보이 프로젝트
오랜 날 오랜 밤,Last Goodbye,,,악뮤,AKMU,30181278,712452,42738,2533,wEQpfil0IYA,,https://cdnimg.melon.co.kr/cm/album/images/100/27/786/10027786_org.jpg,10027786,(주)YG엔터테인먼트
Living Next Door To Alice,Living Next Door To Alice,,,스모키,Smokie,30186259,100308,45213,58,,,https://cdnimg.melon.co.kr/cm/album/images/100/28/559/10028559_org.jpg,,
Shape of You,Shape of You,,,에드 시런,Ed Sheeran,30188113,549800,42797,2474,,,https://cdnimg.melon.co.kr/cm/album/images/100/28/835/10028835_org.jpg,,
그리네,그리네,,,충완,Chung wan,30200828,861257,42748,2523,,,https://cdnimg.melon.co.kr/cm/album/images/100/30/823/10030823_org.jpg,10030823,
Something Just Like This,Something Just Like This,,,"체인스모커스, 콜드플레이","The Chainsmokers, Coldplay",30271730,713297,42832,2439,,,https://cdnimg.melon.co.kr/cm/album/images/100/31/250/10031250_org.jpg,10031250,Disruptor Record
예뻤어,You Were Beautiful,,,데이식스,DAY6,30232719,894864,42772,2499,BS7tz2rAOSA,0,https://cdnimg.melon.co.kr/cm/album/images/100/36/099/10036099_org.jpg,10036099,(주)JYP엔터테인먼트
봄날,Spring Day,,,방탄소년단,BTS,30244931,672375,42779,2492,xEeFrLSkMm8,,https://cdnimg.melon.co.kr/cm/album/images/100/37/969/10037969_org.jpg,10037969,BIGHIT MUSIC
밤편지,Through the Night,,,아이유,IU,30314784,261143,42818,2453,,,https://cdnimg.melon.co.kr/cm/album/images/100/47/890/10047890_org.jpg,10047890,"카카오엔터테인먼트, (주)페이브엔터테인먼트"
Double Trouble Couple,Double Trouble Couple,,,마마무,Mamamoo,30320495,750053,42818,2453,,,https://cdnimg.melon.co.kr/cm/album/images/100/48/637/10048637_org.jpg,,
널 따라가 ,널 따라가 ,(Feat. Remics),(Feat. Remics),충완,Chung wan,30333765,861257,42825,2446,,,https://cdnimg.melon.co.kr/cm/album/images/100/50/559/10050559_org.jpg,10050559,
BLUE MOON,BLUE MOON,(Prod. 그루비룸),,"효린,창모","HYOLYN, CHANGMO",30367365,573812,42839,2432,ZOner0e0Owo,89,https://cdnimg.melon.co.kr/cm/album/images/100/55/259/10055259_org.jpg,10055259,스타쉽 엔터테인먼트
Done For Me,Done For Me,(Feat. Kehlani),(Feat. Kehlani),찰리 푸스,"Charlie Puth, Kehlani",30951354,838654,45233,38,,,https://cdnimg.melon.co.kr/cm/album/images/100/57/083/10057083_org.jpg,,
그런사람 또 없습니다 (이승철),그런사람 또 없습니다 (이승철),,,발라드 공장,발라드 공장,30381331,1424,42849,2422,,,https://cdnimg.melon.co.kr/cm/album/images/100/57/145/10057145_org.jpg,,
톰보이,TOMBOY,,,혁오,HYUKOH,30383949,785589,42849,2422,pC6tPEaAiYU,,https://cdnimg.melon.co.kr/cm/album/images/100/57/570/10057570_org.jpg,,
민들레,Dandelion,,,우효,Oohyo,30444778,773385,42885,2386,qr9i9jRuTug,0,https://cdnimg.melon.co.kr/cm/album/images/100/66/942/10066942_org.jpg,10066942,㈜문화인
인생이란 꿈이라오,인생이란 꿈이라오,,,오승근,Oh Seung Keun,30459053,1003,42894,2377,,,https://cdnimg.melon.co.kr/cm/album/images/100/69/223/10069223_org.jpg,10069223,"Naturally Music, M5"
마지막처럼,As If It's Your Last,,,블랙핑크,BLACKPINK,30481578,995169,42908,2363,,,https://cdnimg.melon.co.kr/cm/album/images/100/72/696/10072696_org.jpg,10072696,(주)YG엔터테인먼트
좋니,Like It,,,윤종신,Yoon Jong Shin,30486509,437,42908,2363,,,https://cdnimg.melon.co.kr/cm/album/images/100/73/513/10073513_org.jpg,10073513,
U.S.S.R.,U.S.S.R.,(Original Mix),,에디 헌팅턴,Eddy Huntington,30488456,33804,42909,2362,,,https://cdnimg.melon.co.kr/cm/album/images/100/73/843/10073843_org.jpg,,
비도 오고 그래서,"You, Clouds, Rain",(Feat. 신용재),,헤이즈,Heize,30492279,751611,42912,2359,afxLaQiLu-o,119,https://cdnimg.melon.co.kr/cm/album/images/100/74/454/10074454_org.jpg,10074454,Stone Music Entertainment
안녕이라고 말하지마 (이승철),안녕이라고 말하지마 (이승철),,,발라드 공장,발라드 공장,30505857,1424,42921,2350,,,https://cdnimg.melon.co.kr/cm/album/images/100/76/657/10076657_org.jpg,,
선물,Gift,,,멜로망스,Melomance,30514366,839732,42926,2345,,,https://cdnimg.melon.co.kr/cm/album/images/100/78/176/10078176_org.jpg,,
DINOSAUR,DINOSAUR,,,악뮤,AKMU,30536155,712452,42936,2335,8Oz7DG76ibY,,https://cdnimg.melon.co.kr/cm/album/images/100/81/450/10081450_org.jpg,10081450,(주)YG엔터테인먼트
君はロックを聴かない,Kimi Wa Rock Wo Kikanai,(너는 록을 듣지 않아),,아이묭,Aimyon,30561645,1625441,42948,2323,ARwVe1MYAUA,69,https://cdnimg.melon.co.kr/cm/album/images/100/84/928/10084928_org.jpg,10084928,WM Japan
Havana,Havana,(Feat. 영 서그),(Feat. Young Thug),카밀라 카벨로,Camila Cabello,30567963,928017,43112,2159,,,https://cdnimg.melon.co.kr/cm/album/images/100/85/877/10085877_org.jpg,10085877,Syco Musi
마주,마주,,,지니어스디,Genius D,30571862,464060,42956,2315,,,https://cdnimg.melon.co.kr/cm/album/images/100/86/490/10086490_org.jpg,10086490,딴지컴퍼니
이미 나에게로,이미 나에게로,,,임창정,Lim Changjung,30596120,1142,34819,10452,,,https://cdnimg.melon.co.kr/cm/album/images/100/90/445/10090445_org.jpg,,
愛を伝えたいだとか,Ai Wo Tsutaetaidatoka,(사랑을 전하고 싶다든가),,아이묭,Aimyon,30633420,1625441,42993,2278,9qRCARM_LfE,58,https://cdnimg.melon.co.kr/cm/album/images/100/96/397/10096397_org.jpg,10096397,WM Japan
가을 아침,Autumn morning,,,아이유,IU,30636089,261143,43000,2271,,,https://cdnimg.melon.co.kr/cm/album/images/100/96/855/10096855_org.jpg,10096855,"카카오엔터테인먼트, (주)페이브엔터테인먼트"
Legends Never Die,Legends Never Die,,,어게인스트 더 커런트,League of Legends & Against The Current,30637948,904717,42998,2273,r6zIGXun57U,,https://cdnimg.melon.co.kr/cm/album/images/100/97/098/10097098_org.jpg,,
Intro: Serendipity,Intro: Serendipity,,,방탄소년단,BTS,30637981,672375,42996,2275,,,https://cdnimg.melon.co.kr/cm/album/images/100/97/112/10097112_org.jpg,10097112,BIGHIT MUSIC
태백산 연가,Taebaeksan Love Song,,,인동남,인동남,30641180,8543,42961,2310,,,https://cdnimg.melon.co.kr/cm/album/images/100/97/586/10097586_org.jpg,,
그리워하다,Missing You,,,비투비,BTOB,30672529,647971,43024,2247,wDkjWSt3HOM,,https://cdnimg.melon.co.kr/cm/album/images/101/02/658/10102658_org.jpg,10102658,큐브엔터테인먼트
Creative,Creative,,,충완,Chung wan,30679559,861257,43028,2243,,,https://cdnimg.melon.co.kr/cm/album/images/101/03/934/10103934_org.jpg,10103934,
Deep Love,Deep Love,,,충완,Chung wan,30679560,861257,43028,2243,,,https://cdnimg.melon.co.kr/cm/album/images/101/03/934/10103934_org.jpg,10103934,
Midday Drive,Midday Drive,,,충완,Chung wan,30679561,861257,43028,2243,,,https://cdnimg.melon.co.kr/cm/album/images/101/03/934/10103934_org.jpg,10103934,
Relax Your Mind,Relax Your Mind,,,충완,Chung wan,30679562,861257,43028,2243,,,https://cdnimg.melon.co.kr/cm/album/images/101/03/934/10103934_org.jpg,10103934,
흘러가듯이,흘러가듯이,,,충완,Chung wan,30679563,861257,43028,2243,,,https://cdnimg.melon.co.kr/cm/album/images/101/03/934/10103934_org.jpg,10103934,
Rewrite The Stars,Rewrite The Stars,,,"잭 에프론, 젠데이아","Zac Efron, Zendaya",30731442,231738,43077,2194,,,https://cdnimg.melon.co.kr/cm/album/images/101/05/928/10105928_org.jpg,10105928,Atlantic Records
Boat,Boat,,,죠지,george,30732377,790830,43056,2215,lAx7C_uUhFo,119,https://cdnimg.melon.co.kr/cm/album/images/101/11/920/10111920_org.jpg,10111920,CRAFT AND JUN
Downtown Baby,Downtown Baby,,,블루,BLOO,30773554,980594,38552,6719,,,https://cdnimg.melon.co.kr/cm/album/images/101/17/789/10117789_org.jpg,,
Instagram,Instagram,,,딘,DEAN,30806580,880630,43095,2176,,,https://cdnimg.melon.co.kr/cm/album/images/101/22/929/10122929_org.jpg,,
뿜뿜,BBoom BBoom,,,모모랜드,MOMOLAND,30816860,1221596,40471,4800,,,https://cdnimg.melon.co.kr/cm/album/images/101/24/822/10124822_org.jpg,,
You,You,,"(From Sugar Man 2, Pt. 2)",멜로망스,Melomance,30849733,839732,43122,2149,,,https://cdnimg.melon.co.kr/cm/album/images/101/31/018/10131018_org.jpg,,
주의 피,주의 피,(MR),(MR),시와 그림,Poem & Painting,30864890,100506,43130,2141,,,https://cdnimg.melon.co.kr/cm/album/images/101/34/013/10134013_org.jpg,,
처음이니까,Cause It's First Time,,,오왠,O.WHEN,30880682,968452,43137,2134,,,https://cdnimg.melon.co.kr/cm/album/images/101/36/889/10136889_org.jpg,,
2002,2002,,,앤 마리,Anne-Marie,31029291,3110856,43315,1956,,,https://cdnimg.melon.co.kr/cm/album/images/101/37/250/10137250_org.jpg,10137250,Atlantic Records UK
별이 빛나는 밤,Starry Night,,,마마무,Mamamoo,30937275,750053,43166,2105,,,https://cdnimg.melon.co.kr/cm/album/images/101/45/303/10145303_org.jpg,10145303,
Lemon,Lemon,,,요네즈 켄시,Yonezu Kenshi,30952294,742577,43175,2096,,,https://cdnimg.melon.co.kr/cm/album/images/101/47/927/10147927_org.jpg,10147927,Sony Music Labels Inc.
회상 the rain,회상 the rain,(Narr. 박은옥),(Narr. 박은옥),지니어스디,Genius D,30959319,464060,43178,2093,,,https://cdnimg.melon.co.kr/cm/album/images/101/48/991/10148991_org.jpg,10148991,딴지컴퍼니
"모든 날, 모든 순간","Every day, Every Moment",,,폴킴,Paul Kim,30962526,752425,43179,2092,A8-ENEqhQjg,0,https://cdnimg.melon.co.kr/cm/album/images/101/49/492/10149492_org.jpg,10149492,SM Entertainment
어른,Grown Ups,,,손디아,Sondia,30985406,1023977,43188,2083,,,https://cdnimg.melon.co.kr/cm/album/images/101/52/984/10152984_org.jpg,10152984,Stone Music Entertainment
Bad,Bad,,,크리스토퍼,Christopher,31012145,792215,43518,1753,,,https://cdnimg.melon.co.kr/cm/album/images/101/57/093/10157093_org.jpg,10157093,Parlophone Denmark
그 날 밤,그 날 밤,,,지니어스디,Genius D,31014034,464060,43202,2069,,,https://cdnimg.melon.co.kr/cm/album/images/101/57/430/10157430_org.jpg,10157430,
아무것도 아무일도 아무말도,아무것도 아무일도 아무말도,,,지니어스디,Genius D,31014036,464060,43202,2069,,,https://cdnimg.melon.co.kr/cm/album/images/101/57/430/10157430_org.jpg,,
